"customerid","gender","Contract","tenure","MonthlyCharges","PaymentMethod","risk_level"
"2195-VVRJF","Male","Month-to-month","18","59.1","Credit card (automatic)","Low/Medium Risk"
"5795-BKOYE","Female","One year","69","59.1","Bank transfer (automatic)","Low/Medium Risk"
"2978-XXSOG","Female","Month-to-month","22","59.05","Mailed check","Low/Medium Risk"
"7869-ZYDST","Male","Month-to-month","31","59.05","Credit card (automatic)","Low/Medium Risk"
"6778-YSNIH","Female","Month-to-month","2","59","Electronic check","Low/Medium Risk"
"9995-HOTOH","Male","Two year","63","59","Electronic check","Low/Medium Risk"
"9473-CBZOP","Female","One year","28","59","Mailed check","Low/Medium Risk"
"2782-LFZVW","Female","Month-to-month","11","58.95","Mailed check","Low/Medium Risk"
"0851-DFJKB","Female","Month-to-month","15","58.95","Electronic check","Low/Medium Risk"
"6941-KXRRV","Female","One year","48","58.95","Bank transfer (automatic)","Low/Medium Risk"
"9359-JANWS","Female","Two year","65","58.9","Credit card (automatic)","Low/Medium Risk"
"4565-EVZMJ","Female","One year","47","58.9","Mailed check","Low/Medium Risk"
"5837-LXSDN","Female","One year","21","58.85","Credit card (automatic)","Low/Medium Risk"
"0274-JKUJR","Male","Month-to-month","7","58.85","Mailed check","Low/Medium Risk"
"5762-TJXGK","Female","Two year","52","58.75","Bank transfer (automatic)","Low/Medium Risk"
"0699-NDKJM","Female","Month-to-month","57","58.75","Bank transfer (automatic)","Low/Medium Risk"
"2027-DNKIV","Male","One year","37","58.75","Mailed check","Low/Medium Risk"
"8680-CGLTP","Male","One year","29","58.75","Electronic check","Low/Medium Risk"
"0319-QZTCO","Female","Month-to-month","3","58.7","Credit card (automatic)","Low/Medium Risk"
"6614-YOLAC","Female","Two year","71","58.65","Mailed check","Low/Medium Risk"
"6504-VBLFL","Male","Two year","55","58.6","Electronic check","Low/Medium Risk"
"9633-DENPU","Female","Month-to-month","47","58.6","Bank transfer (automatic)","Low/Medium Risk"
"1898-JSNDC","Female","One year","39","58.6","Credit card (automatic)","Low/Medium Risk"
"2186-QZEYA","Female","Month-to-month","29","58.55","Bank transfer (automatic)","Low/Medium Risk"
"3055-VTCGS","Female","One year","63","58.55","Credit card (automatic)","Low/Medium Risk"
"1548-ARAGG","Female","Month-to-month","4","58.5","Mailed check","Low/Medium Risk"
"5844-QVTAT","Female","One year","33","58.45","Mailed check","Low/Medium Risk"
"8821-KVZKQ","Female","One year","70","58.4","Bank transfer (automatic)","Low/Medium Risk"
"1986-PHGZF","Male","Month-to-month","18","58.4","Credit card (automatic)","Low/Medium Risk"
"9357-UJRUN","Male","One year","24","58.35","Electronic check","Low/Medium Risk"
"1837-YQUCE","Female","Two year","70","58.35","Bank transfer (automatic)","Low/Medium Risk"
"6872-HXFNF","Female","One year","64","58.35","Bank transfer (automatic)","Low/Medium Risk"
"9089-UOWJG","Female","Month-to-month","12","58.35","Credit card (automatic)","Low/Medium Risk"
"6152-ONASV","Female","One year","68","58.25","Bank transfer (automatic)","Low/Medium Risk"
"0114-IGABW","Female","Two year","71","58.25","Bank transfer (automatic)","Low/Medium Risk"
"2680-XKKNJ","Female","One year","8","58.2","Bank transfer (automatic)","Low/Medium Risk"
"9795-SHUHB","Female","Two year","66","58.2","Credit card (automatic)","Low/Medium Risk"
"6296-DDOOR","Female","One year","19","58.2","Electronic check","Low/Medium Risk"
"2282-YGNOR","Female","One year","29","58","Credit card (automatic)","Low/Medium Risk"
"0377-JBKKT","Male","Month-to-month","22","57.95","Mailed check","Low/Medium Risk"
"4549-ZDQYY","Female","One year","52","57.95","Credit card (automatic)","Low/Medium Risk"
"0214-JHPFW","Female","Two year","70","57.8","Bank transfer (automatic)","Low/Medium Risk"
"6543-JXSOO","Female","One year","23","57.75","Mailed check","Low/Medium Risk"
"4495-LHSSK","Female","Month-to-month","18","57.65","Mailed check","Low/Medium Risk"
"5989-OMNJE","Female","One year","24","57.6","Electronic check","Low/Medium Risk"
"7404-JLKQG","Female","Month-to-month","3","57.55","Electronic check","Low/Medium Risk"
"3474-BAFSJ","Male","Two year","57","57.5","Bank transfer (automatic)","Low/Medium Risk"
"6064-PUPMC","Male","One year","23","57.2","Credit card (automatic)","Low/Medium Risk"
"9842-EFSYY","Female","Month-to-month","4","57.2","Mailed check","Low/Medium Risk"
"5575-GNVDE","Male","One year","34","56.95","Mailed check","Low/Medium Risk"
"2725-IWWBA","Male","One year","46","56.9","Mailed check","Low/Medium Risk"
"9853-JFZDU","Female","Month-to-month","35","56.85","Electronic check","Low/Medium Risk"
"2446-ZKVAF","Male","Month-to-month","18","56.8","Credit card (automatic)","Low/Medium Risk"
"5095-ETBRJ","Female","Two year","55","56.8","Mailed check","Low/Medium Risk"
"7771-ZONAT","Male","Two year","22","56.75","Bank transfer (automatic)","Low/Medium Risk"
"8388-FYNPZ","Male","Month-to-month","4","56.75","Electronic check","Low/Medium Risk"
"0463-ZSDNT","Male","Month-to-month","10","56.75","Bank transfer (automatic)","Low/Medium Risk"
"8165-CBKXO","Male","Two year","66","56.75","Credit card (automatic)","Low/Medium Risk"
"8224-IVVPA","Female","Month-to-month","27","56.7","Mailed check","Low/Medium Risk"
"8017-UVSZU","Female","Month-to-month","40","56.6","Credit card (automatic)","Low/Medium Risk"
"0230-WEQUW","Male","Two year","66","56.6","Bank transfer (automatic)","Low/Medium Risk"
"6048-QBXKL","Female","Month-to-month","2","56.55","Credit card (automatic)","Low/Medium Risk"
"8169-SAEJD","Male","Two year","69","56.55","Credit card (automatic)","Low/Medium Risk"
"2639-UGMAZ","Male","One year","71","56.45","Electronic check","Low/Medium Risk"
"5543-QDCRY","Male","Month-to-month","4","56.4","Electronic check","Low/Medium Risk"
"1209-VFFOC","Male","Two year","68","56.4","Mailed check","Low/Medium Risk"
"9060-HJJRW","Female","One year","51","56.4","Credit card (automatic)","Low/Medium Risk"
"6968-URWQU","Male","One year","43","56.35","Mailed check","Low/Medium Risk"
"5092-STPKP","Female","Month-to-month","24","56.35","Credit card (automatic)","Low/Medium Risk"
"7669-LCRSD","Male","Month-to-month","12","56.3","Mailed check","Low/Medium Risk"
"2746-DIJLO","Female","One year","41","56.3","Credit card (automatic)","Low/Medium Risk"
"3272-VUHPV","Female","Month-to-month","8","56.3","Bank transfer (automatic)","Low/Medium Risk"
"1264-FUHCX","Female","One year","49","56.3","Credit card (automatic)","Low/Medium Risk"
"0661-WCQNQ","Male","One year","22","56.25","Credit card (automatic)","Low/Medium Risk"
"7508-KBIMB","Male","One year","24","56.25","Credit card (automatic)","Low/Medium Risk"
"9522-BNTHX","Female","Month-to-month","34","56.25","Electronic check","Low/Medium Risk"
"6103-QCKFX","Female","Month-to-month","44","56.25","Bank transfer (automatic)","Low/Medium Risk"
"4929-ROART","Male","Month-to-month","18","56.25","Mailed check","Low/Medium Risk"
"6584-VQMYT","Male","One year","27","56.2","Mailed check","Low/Medium Risk"
"8096-LOIST","Female","Month-to-month","19","56.2","Electronic check","Low/Medium Risk"
"0743-HRVFF","Female","One year","51","56.15","Electronic check","Low/Medium Risk"
"6728-CZFEI","Female","One year","15","56.15","Mailed check","Low/Medium Risk"
"2851-MMUTZ","Female","Month-to-month","27","56.15","Mailed check","Low/Medium Risk"
"4482-FTFFX","Male","Month-to-month","5","56.15","Electronic check","Low/Medium Risk"
"6388-TABGU","Male","One year","62","56.15","Bank transfer (automatic)","Low/Medium Risk"
"7995-ZHHNZ","Male","One year","42","56.1","Credit card (automatic)","Low/Medium Risk"
"8109-YUOHE","Male","One year","17","56.1","Mailed check","Low/Medium Risk"
"5939-XAIXZ","Female","Month-to-month","19","56.1","Mailed check","Low/Medium Risk"
"5353-WILCI","Female","Month-to-month","28","56.05","Electronic check","Low/Medium Risk"
"6933-FHBZC","Female","One year","26","56.05","Mailed check","Low/Medium Risk"
"8992-VONJD","Female","Month-to-month","13","56","Electronic check","Low/Medium Risk"
"8930-XOTDP","Female","Month-to-month","18","55.95","Mailed check","Low/Medium Risk"
"3067-SVMTC","Female","One year","68","55.9","Bank transfer (automatic)","Low/Medium Risk"
"6994-KERXL","Male","Month-to-month","4","55.9","Electronic check","Low/Medium Risk"
"8963-JLGJT","Male","Month-to-month","3","55.9","Mailed check","Low/Medium Risk"
"7746-QYVCO","Male","One year","16","55.85","Mailed check","Low/Medium Risk"
"9894-QMIMJ","Female","One year","23","55.8","Bank transfer (automatic)","Low/Medium Risk"
"7055-HNEOJ","Male","Month-to-month","3","55.8","Mailed check","Low/Medium Risk"
"3113-IWHLC","Male","Month-to-month","5","55.8","Mailed check","Low/Medium Risk"
"1371-WEPDS","Male","One year","40","55.8","Electronic check","Low/Medium Risk"
"4324-AHJKS","Female","Month-to-month","5","55.8","Credit card (automatic)","Low/Medium Risk"
"6784-XYJAE","Female","One year","36","55.8","Electronic check","Low/Medium Risk"
"5306-BVTKJ","Male","One year","48","55.8","Credit card (automatic)","Low/Medium Risk"
"8217-QYOHV","Male","Month-to-month","5","55.75","Mailed check","Low/Medium Risk"
"9415-TPKRV","Female","Month-to-month","8","55.75","Electronic check","Low/Medium Risk"
"2676-OXPPQ","Male","Month-to-month","6","55.7","Bank transfer (automatic)","Low/Medium Risk"
"6921-OZMFH","Male","Month-to-month","5","55.7","Mailed check","Low/Medium Risk"
"8400-WZICQ","Female","Month-to-month","55","55.7","Electronic check","Low/Medium Risk"
"3800-LYTRK","Female","One year","14","55.7","Mailed check","Low/Medium Risk"
"2043-WVTQJ","Male","Month-to-month","1","55.7","Mailed check","Low/Medium Risk"
"3413-CSSTH","Male","Month-to-month","41","55.7","Bank transfer (automatic)","Low/Medium Risk"
"7672-VFMXZ","Male","Month-to-month","57","55.7","Electronic check","Low/Medium Risk"
"6416-JNVRK","Female","One year","46","55.65","Credit card (automatic)","Low/Medium Risk"
"1821-BUCWY","Male","Two year","30","55.65","Mailed check","Low/Medium Risk"
"2314-TNDJQ","Female","Two year","72","55.65","Credit card (automatic)","Low/Medium Risk"
"8495-PRWFH","Female","Month-to-month","42","55.65","Electronic check","Low/Medium Risk"
"4680-KUTAJ","Female","Month-to-month","11","55.6","Electronic check","Low/Medium Risk"
"6693-DJWTY","Female","One year","35","55.6","Credit card (automatic)","Low/Medium Risk"
"4727-MCYZG","Male","Month-to-month","1","55.55","Mailed check","Low/Medium Risk"
"4324-BZCKL","Female","Month-to-month","10","55.55","Mailed check","Low/Medium Risk"
"2108-GLPQB","Male","Month-to-month","25","55.55","Credit card (automatic)","Low/Medium Risk"
"5206-HPJKM","Male","Month-to-month","17","55.5","Credit card (automatic)","Low/Medium Risk"
"4859-ZSRDZ","Female","Two year","58","55.5","Credit card (automatic)","Low/Medium Risk"
"6177-PEVRA","Female","Two year","48","55.5","Credit card (automatic)","Low/Medium Risk"
"3873-NFTGI","Male","Month-to-month","14","55.5","Credit card (automatic)","Low/Medium Risk"
"3446-QDSZF","Female","Month-to-month","4","55.5","Credit card (automatic)","Low/Medium Risk"
"9822-OAOVB","Female","Month-to-month","1","55.45","Electronic check","Low/Medium Risk"
"2039-JONDJ","Male","One year","27","55.45","Bank transfer (automatic)","Low/Medium Risk"
"6008-NAIXK","Male","One year","54","55.45","Electronic check","Low/Medium Risk"
"9619-GSATL","Female","One year","43","55.45","Electronic check","Low/Medium Risk"
"6348-SNFUS","Male","Two year","72","55.45","Credit card (automatic)","Low/Medium Risk"
"5084-OOVCJ","Female","Month-to-month","17","55.35","Credit card (automatic)","Low/Medium Risk"
"1301-LOPVR","Male","One year","29","55.35","Credit card (automatic)","Low/Medium Risk"
"5724-BIDBU","Male","One year","49","55.35","Electronic check","Low/Medium Risk"
"8903-XEBGX","Male","Month-to-month","2","55.3","Electronic check","Low/Medium Risk"
"6865-JZNKO","Female","Month-to-month","30","55.3","Bank transfer (automatic)","Low/Medium Risk"
"0396-UKGAI","Male","Month-to-month","23","55.3","Bank transfer (automatic)","Low/Medium Risk"
"9308-ANMVE","Male","Month-to-month","47","55.3","Electronic check","Low/Medium Risk"
"4992-LTJNE","Male","Two year","72","55.3","Bank transfer (automatic)","Low/Medium Risk"
"3173-NVMPX","Female","Month-to-month","9","55.3","Mailed check","Low/Medium Risk"
"5402-HTOTQ","Male","Month-to-month","16","55.3","Electronic check","Low/Medium Risk"
"6402-EJMWF","Male","Month-to-month","4","55.3","Mailed check","Low/Medium Risk"
"3518-PZXZQ","Female","Month-to-month","1","55.3","Mailed check","Low/Medium Risk"
"1335-MXCSE","Male","Two year","55","55.25","Credit card (automatic)","Low/Medium Risk"
"5501-TVMGM","Male","Month-to-month","1","55.25","Electronic check","Low/Medium Risk"
"6303-KFWSL","Female","One year","29","55.25","Electronic check","Low/Medium Risk"
"3057-VJJQE","Male","Two year","35","55.25","Mailed check","Low/Medium Risk"
"7382-DFJTU","Male","Month-to-month","18","55.2","Credit card (automatic)","Low/Medium Risk"
"1575-KRZZE","Female","Month-to-month","4","55.2","Electronic check","Low/Medium Risk"
"6586-PSJOX","Male","One year","15","55.2","Credit card (automatic)","Low/Medium Risk"
"0314-TKOSI","Female","Month-to-month","6","55.15","Mailed check","Low/Medium Risk"
"8498-XXGWA","Female","Month-to-month","65","55.15","Mailed check","Low/Medium Risk"
"9143-CANJF","Female","Month-to-month","24","55.15","Electronic check","Low/Medium Risk"
"9987-LUTYD","Female","One year","13","55.15","Mailed check","Low/Medium Risk"
"8467-WYNSR","Male","Month-to-month","22","55.1","Mailed check","Low/Medium Risk"
"2519-TWKFS","Male","One year","25","55.1","Mailed check","Low/Medium Risk"
"3577-AMVUX","Male","Month-to-month","1","55.05","Mailed check","Low/Medium Risk"
"6859-RKMZJ","Male","Month-to-month","11","55.05","Bank transfer (automatic)","Low/Medium Risk"
"5151-HQRDG","Male","Month-to-month","37","55.05","Mailed check","Low/Medium Risk"
"7395-XWZOY","Male","Month-to-month","20","55","Credit card (automatic)","Low/Medium Risk"
"9931-KGHOA","Female","Month-to-month","46","55","Bank transfer (automatic)","Low/Medium Risk"
"2188-SXWVT","Female","One year","34","55","Mailed check","Low/Medium Risk"
"7733-UDMTP","Female","Month-to-month","57","55","Electronic check","Low/Medium Risk"
"6599-SFQVE","Female","Month-to-month","6","55","Electronic check","Low/Medium Risk"
"8645-KWHJO","Male","Month-to-month","14","55","Electronic check","Low/Medium Risk"
"8735-DCXNF","Male","Month-to-month","10","54.95","Credit card (automatic)","Low/Medium Risk"
"6461-PPAXN","Female","One year","35","54.95","Bank transfer (automatic)","Low/Medium Risk"
"2801-NISEI","Male","Month-to-month","24","54.95","Electronic check","Low/Medium Risk"
"6522-OIQSX","Female","Two year","69","54.95","Credit card (automatic)","Low/Medium Risk"
"4385-ZKVNW","Male","Month-to-month","44","54.9","Bank transfer (automatic)","Low/Medium Risk"
"2511-MORQY","Male","One year","50","54.9","Bank transfer (automatic)","Low/Medium Risk"
"5944-UGLLK","Male","One year","53","54.9","Credit card (automatic)","Low/Medium Risk"
"7872-RDDLZ","Female","Month-to-month","67","54.9","Electronic check","Low/Medium Risk"
"2155-AMQRX","Female","Month-to-month","28","54.9","Credit card (automatic)","Low/Medium Risk"
"4320-QMLLA","Male","Month-to-month","7","54.85","Mailed check","Low/Medium Risk"
"2724-FJDYW","Male","One year","39","54.85","Bank transfer (automatic)","Low/Medium Risk"
"8208-EUMTE","Male","Two year","16","54.85","Mailed check","Low/Medium Risk"
"9332-GYWLO","Female","Month-to-month","6","54.85","Electronic check","Low/Medium Risk"
"2430-RRYUW","Male","One year","66","54.8","Mailed check","Low/Medium Risk"
"3723-BFBGR","Male","Month-to-month","24","54.8","Credit card (automatic)","Low/Medium Risk"
"3948-FVVRP","Male","Month-to-month","9","54.8","Mailed check","Low/Medium Risk"
"4522-AKYLR","Female","Month-to-month","13","54.8","Electronic check","Low/Medium Risk"
"4280-DLSHD","Male","Month-to-month","8","54.75","Mailed check","Low/Medium Risk"
"0285-INHLN","Male","Month-to-month","27","54.75","Credit card (automatic)","Low/Medium Risk"
"8050-XGRVL","Female","One year","62","54.75","Credit card (automatic)","Low/Medium Risk"
"1708-PBBOA","Female","One year","42","54.75","Electronic check","Low/Medium Risk"
"6261-LHRTG","Female","Month-to-month","26","54.75","Credit card (automatic)","Low/Medium Risk"
"5515-RUGKN","Male","Month-to-month","8","54.75","Credit card (automatic)","Low/Medium Risk"
"1042-HFUCW","Female","One year","25","54.75","Credit card (automatic)","Low/Medium Risk"
"5542-DHSXL","Female","Month-to-month","4","54.7","Mailed check","Low/Medium Risk"
"2087-QAREY","Female","Month-to-month","22","54.7","Mailed check","Low/Medium Risk"
"6035-BXTTY","Female","Month-to-month","32","54.65","Bank transfer (automatic)","Low/Medium Risk"
"0674-EYYZV","Female","Month-to-month","1","54.65","Electronic check","Low/Medium Risk"
"5590-ZSKRV","Female","Month-to-month","8","54.65","Mailed check","Low/Medium Risk"
"1716-LSAMB","Male","Two year","45","54.65","Bank transfer (automatic)","Low/Medium Risk"
"6195-MELTI","Male","One year","57","54.65","Mailed check","Low/Medium Risk"
"3745-HRPHI","Male","Two year","66","54.65","Bank transfer (automatic)","Low/Medium Risk"
"9342-VNIMQ","Male","Month-to-month","33","54.65","Bank transfer (automatic)","Low/Medium Risk"
"9972-NKTFD","Female","Month-to-month","28","54.65","Bank transfer (automatic)","Low/Medium Risk"
"9261-WDCAF","Male","Month-to-month","3","54.65","Mailed check","Low/Medium Risk"
"4338-EYCER","Male","Month-to-month","21","54.6","Bank transfer (automatic)","Low/Medium Risk"
"5256-SKJGO","Female","Two year","64","54.6","Electronic check","Low/Medium Risk"
"7901-IIDQV","Male","One year","24","54.6","Bank transfer (automatic)","Low/Medium Risk"
"2519-ERQOJ","Male","Month-to-month","33","54.6","Electronic check","Low/Medium Risk"
"6576-FBXOJ","Male","One year","17","54.6","Electronic check","Low/Medium Risk"
"1877-HKBQX","Female","One year","11","54.6","Mailed check","Low/Medium Risk"
"7130-CTCUS","Male","Month-to-month","16","54.55","Bank transfer (automatic)","Low/Medium Risk"
"1089-HDMKP","Male","Month-to-month","11","54.55","Electronic check","Low/Medium Risk"
"2812-ENYMO","Male","One year","26","54.55","Credit card (automatic)","Low/Medium Risk"
"9411-TPQQV","Female","One year","40","54.55","Bank transfer (automatic)","Low/Medium Risk"
"1097-FSPVW","Female","Month-to-month","42","54.55","Credit card (automatic)","Low/Medium Risk"
"7688-AWMDX","Male","Two year","71","54.5","Bank transfer (automatic)","Low/Medium Risk"
"9555-SAHUZ","Female","Month-to-month","38","54.5","Electronic check","Low/Medium Risk"
"7246-ZGQDF","Female","Month-to-month","1","54.5","Electronic check","Low/Medium Risk"
"6752-APNJL","Male","Month-to-month","42","54.5","Mailed check","Low/Medium Risk"
"7966-YOTQW","Male","Month-to-month","10","54.5","Credit card (automatic)","Low/Medium Risk"
"6094-ZIVKX","Female","One year","68","54.45","Credit card (automatic)","Low/Medium Risk"
"8570-KLJYJ","Female","One year","36","54.45","Mailed check","Low/Medium Risk"
"9554-DFKIC","Male","Month-to-month","30","54.45","Bank transfer (automatic)","Low/Medium Risk"
"3620-MWJNE","Male","Month-to-month","2","54.45","Mailed check","Low/Medium Risk"
"9577-WJVCQ","Female","Month-to-month","68","54.45","Mailed check","Low/Medium Risk"
"9931-DCEZH","Male","One year","28","54.4","Credit card (automatic)","Low/Medium Risk"
"0557-ASKVU","Female","One year","18","54.4","Credit card (automatic)","Low/Medium Risk"
"0277-BKSQP","Male","Month-to-month","8","54.4","Electronic check","Low/Medium Risk"
"9099-FTUHS","Female","Month-to-month","23","54.4","Electronic check","Low/Medium Risk"
"1099-BTKWT","Female","One year","68","54.4","Electronic check","Low/Medium Risk"
"5012-YSPJJ","Male","Month-to-month","31","54.35","Mailed check","Low/Medium Risk"
"3422-WJOYD","Male","One year","28","54.35","Mailed check","Low/Medium Risk"
"9667-TKTVZ","Female","Month-to-month","2","54.35","Mailed check","Low/Medium Risk"
"6907-FLBER","Male","Month-to-month","1","54.3","Electronic check","Low/Medium Risk"
"6981-TDRFT","Male","One year","44","54.3","Electronic check","Low/Medium Risk"
"7191-ADRGF","Male","Two year","44","54.3","Bank transfer (automatic)","Low/Medium Risk"
"1803-BGNBD","Female","Month-to-month","12","54.3","Electronic check","Low/Medium Risk"
"3099-OONVS","Male","Month-to-month","25","54.3","Electronic check","Low/Medium Risk"
"3482-ABPKK","Female","One year","28","54.3","Mailed check","Low/Medium Risk"
"3209-ZPKFI","Male","Month-to-month","47","54.25","Electronic check","Low/Medium Risk"
"6475-VHUIZ","Female","Month-to-month","23","54.25","Electronic check","Low/Medium Risk"
"6994-ORCWG","Female","One year","14","54.25","Mailed check","Low/Medium Risk"
"3354-OADJP","Female","One year","8","54.25","Bank transfer (automatic)","Low/Medium Risk"
"3604-WLABM","Female","Month-to-month","10","54.25","Electronic check","Low/Medium Risk"
"0988-JRWWP","Female","Month-to-month","3","54.2","Electronic check","Low/Medium Risk"
"8409-WQJUX","Female","One year","25","54.2","Electronic check","Low/Medium Risk"
"5010-IPEAQ","Female","Two year","67","54.2","Credit card (automatic)","Low/Medium Risk"
"5067-WJEUN","Male","Two year","67","54.2","Bank transfer (automatic)","Low/Medium Risk"
"5423-BHIXO","Female","Month-to-month","32","54.2","Electronic check","Low/Medium Risk"
"1202-KKGFU","Female","Month-to-month","12","54.2","Bank transfer (automatic)","Low/Medium Risk"
"9102-OXKFY","Male","Two year","59","54.15","Credit card (automatic)","Low/Medium Risk"
"9705-ZJBCG","Female","One year","13","54.15","Bank transfer (automatic)","Low/Medium Risk"
"0696-UKTOX","Male","Month-to-month","23","54.15","Electronic check","Low/Medium Risk"
"8654-DHAOW","Female","Month-to-month","2","54.15","Mailed check","Low/Medium Risk"
"3351-NGXYI","Female","Month-to-month","16","54.1","Electronic check","Low/Medium Risk"
"3340-QBBFM","Male","One year","36","54.1","Credit card (automatic)","Low/Medium Risk"
"8819-WFGGJ","Male","Two year","68","54.1","Bank transfer (automatic)","Low/Medium Risk"
"9881-VCZEP","Female","Month-to-month","25","54.1","Electronic check","Low/Medium Risk"
"9200-NLNPD","Male","One year","56","54.05","Bank transfer (automatic)","Low/Medium Risk"
"5583-EJXRD","Male","Two year","44","54.05","Credit card (automatic)","Low/Medium Risk"
"8883-GRDWQ","Male","One year","20","54","Mailed check","Low/Medium Risk"
"6738-ISCBM","Male","One year","44","54","Electronic check","Low/Medium Risk"
"6128-AQBMT","Male","Month-to-month","41","53.95","Electronic check","Low/Medium Risk"
"6164-HAQTX","Male","Two year","71","53.95","Bank transfer (automatic)","Low/Medium Risk"
"1271-UODNO","Male","Two year","39","53.85","Credit card (automatic)","Low/Medium Risk"
"8259-DZLIZ","Female","One year","64","53.85","Bank transfer (automatic)","Low/Medium Risk"
"0739-UUAJR","Female","Two year","72","53.8","Credit card (automatic)","Low/Medium Risk"
"1134-YWTYF","Male","Month-to-month","27","53.8","Electronic check","Low/Medium Risk"
"7129-ACFOG","Female","Month-to-month","5","53.8","Electronic check","Low/Medium Risk"
"2450-ZKEED","Female","One year","11","53.8","Bank transfer (automatic)","Low/Medium Risk"
"8668-KNZTI","Male","One year","52","53.75","Electronic check","Low/Medium Risk"
"7841-FCRQD","Female","One year","33","53.75","Credit card (automatic)","Low/Medium Risk"
"6898-MDLZW","Male","Month-to-month","12","53.75","Mailed check","Low/Medium Risk"
"3164-YAXFY","Male","Month-to-month","57","53.75","Electronic check","Low/Medium Risk"
"6434-TTGJP","Male","Two year","10","53.7","Credit card (automatic)","Low/Medium Risk"
"2703-AMTUL","Male","One year","36","53.65","Mailed check","Low/Medium Risk"
"1122-YJBCS","Male","One year","69","53.65","Credit card (automatic)","Low/Medium Risk"
"6135-OZQVA","Female","Month-to-month","7","53.65","Electronic check","Low/Medium Risk"
"5062-CJJKH","Male","One year","25","53.65","Mailed check","Low/Medium Risk"
"3704-IEAXF","Female","Two year","72","53.65","Credit card (automatic)","Low/Medium Risk"
"4598-ZADCK","Female","One year","53","53.6","Electronic check","Low/Medium Risk"
"5110-CHOPY","Female","Two year","60","53.6","Electronic check","Low/Medium Risk"
"4104-PVRPS","Male","Month-to-month","24","53.6","Mailed check","Low/Medium Risk"
"9108-EJFJP","Female","Month-to-month","1","53.55","Mailed check","Low/Medium Risk"
"9906-NHHVC","Female","Two year","65","53.5","Bank transfer (automatic)","Low/Medium Risk"
"8996-ZROXE","Male","One year","57","53.5","Electronic check","Low/Medium Risk"
"0939-EREMR","Female","Month-to-month","13","53.45","Mailed check","Low/Medium Risk"
"5447-VYTKW","Male","Month-to-month","27","53.45","Mailed check","Low/Medium Risk"
"2181-UAESM","Male","Month-to-month","2","53.45","Electronic check","Low/Medium Risk"
"2550-AEVRU","Female","One year","57","53.45","Electronic check","Low/Medium Risk"
"3896-RCYYE","Female","Month-to-month","67","53.4","Credit card (automatic)","Low/Medium Risk"
"1139-WUOAH","Male","Two year","57","53.35","Credit card (automatic)","Low/Medium Risk"
"7284-ZZLOH","Male","Two year","45","53.3","Credit card (automatic)","Low/Medium Risk"
"9867-XOBQA","Female","Two year","21","53.15","Mailed check","Low/Medium Risk"
"8318-LCNBW","Male","One year","35","53.15","Credit card (automatic)","Low/Medium Risk"
"2773-MADBQ","Female","Two year","36","53.1","Mailed check","Low/Medium Risk"
"5619-PTMIK","Female","Month-to-month","46","53.1","Electronic check","Low/Medium Risk"
"2197-OMWGI","Female","Two year","68","53","Electronic check","Low/Medium Risk"
"6064-ZATLR","Female","Two year","27","52.85","Bank transfer (automatic)","Low/Medium Risk"
"9150-HEPMB","Male","One year","56","52.7","Mailed check","Low/Medium Risk"
"6867-ACCZI","Female","Two year","24","52.5","Mailed check","Low/Medium Risk"
"3528-HFRIQ","Male","Month-to-month","71","52.3","Bank transfer (automatic)","Low/Medium Risk"
"3126-WQMGH","Female","Month-to-month","49","52.15","Credit card (automatic)","Low/Medium Risk"
"5639-NTUPK","Male","Month-to-month","13","52.1","Credit card (automatic)","Low/Medium Risk"
"6229-UOLQL","Male","One year","56","52","Mailed check","Low/Medium Risk"
"4827-USJHP","Male","Month-to-month","20","51.8","Mailed check","Low/Medium Risk"
"9501-UKKNL","Male","Month-to-month","59","51.7","Electronic check","Low/Medium Risk"
"2709-UQGNP","Male","Month-to-month","10","51.65","Mailed check","Low/Medium Risk"
"2055-SIFSS","Female","Month-to-month","55","51.65","Bank transfer (automatic)","Low/Medium Risk"
"4109-CYRBD","Male","Month-to-month","29","51.6","Electronic check","Low/Medium Risk"
"7501-VTYLJ","Female","Month-to-month","2","51.55","Mailed check","Low/Medium Risk"
"4189-NAKJS","Male","One year","26","51.55","Credit card (automatic)","Low/Medium Risk"
"0983-TATYJ","Female","One year","33","51.45","Mailed check","Low/Medium Risk"
"0080-EMYVY","Female","One year","14","51.45","Credit card (automatic)","Low/Medium Risk"
"2969-QWUBZ","Female","Month-to-month","2","51.4","Electronic check","Low/Medium Risk"
"5404-GGUKR","Male","Month-to-month","5","51.35","Electronic check","Low/Medium Risk"
"6701-DHKWQ","Female","Two year","61","51.35","Credit card (automatic)","Low/Medium Risk"
"8190-ZTQFB","Male","One year","41","51.35","Electronic check","Low/Medium Risk"
"5816-SCGFC","Female","Month-to-month","7","51.3","Mailed check","Low/Medium Risk"
"6483-OATDN","Male","Month-to-month","8","51.3","Credit card (automatic)","Low/Medium Risk"
"6682-VCIXC","Female","One year","43","51.25","Bank transfer (automatic)","Low/Medium Risk"
"6625-UTXEW","Female","Month-to-month","12","51.25","Electronic check","Low/Medium Risk"
"8695-WDYEA","Male","Month-to-month","1","51.25","Mailed check","Low/Medium Risk"
"8229-MYEJZ","Female","Month-to-month","10","51.2","Electronic check","Low/Medium Risk"
"9537-VHDTA","Female","Month-to-month","1","51.2","Mailed check","Low/Medium Risk"
"9828-QHFBK","Male","Month-to-month","24","51.15","Electronic check","Low/Medium Risk"
